source,target,confidence,relation
http://mouse.owl#MA_0002621,http://human.owl#NCI_C32892,1.0,=
http://mouse.owl#MA_0000259,http://human.owl#NCI_C32165,1.0,=
http://mouse.owl#MA_0001685,http://human.owl#NCI_C49327,1.0,=
http://human.owl#NCI_C52968,http://mouse.owl#MA_0001997,1.0,=
http://human.owl#NCI_C33740,http://mouse.owl#MA_0001199,1.0,=
http://mouse.owl#MA_0001185,http://human.owl#NCI_C33871,1.0,=
http://mouse.owl#MA_0000059,http://human.owl#NCI_C12434,1.0,=
http://human.owl#NCI_C33028,http://mouse.owl#MA_0000739,1.0,=
http://human.owl#NCI_C32240,http://mouse.owl#MA_0001422,1.0,=
http://human.owl#NCI_C12819,http://mouse.owl#MA_0002043,1.0,=
http://human.owl#NCI_C32486,http://mouse.owl#MA_0002697,1.0,=
http://mouse.owl#MA_0001894,http://human.owl#NCI_C32705,1.0,=
http://mouse.owl#MA_0001235,http://human.owl#NCI_C12498,1.0,=
http://human.owl#NCI_C12821,http://mouse.owl#MA_0001048,1.0,=
http://mouse.owl#MA_0002608,http://human.owl#NCI_C33459,1.0,=
http://mouse.owl#MA_0002213,http://human.owl#NCI_C53063,1.0,=
http://human.owl#NCI_C32590,http://mouse.owl#MA_0001744,1.0,=
http://mouse.owl#MA_0000537,http://human.owl#NCI_C33290,1.0,=
http://mouse.owl#MA_0001638,http://human.owl#NCI_C32960,1.0,=
http://human.owl#NCI_C49250,http://mouse.owl#MA_0001776,1.0,=
http://mouse.owl#MA_0002081,http://human.owl#NCI_C53129,1.0,=
http://human.owl#NCI_C38729,http://mouse.owl#MA_0002435,1.0,=
http://mouse.owl#MA_0002609,http://human.owl#NCI_C13048,1.0,=
http://mouse.owl#MA_0000924,http://human.owl#NCI_C12443,1.0,=
http://human.owl#NCI_C52790,http://mouse.owl#MA_0001370,1.0,=
http://human.owl#NCI_C12254,http://mouse.owl#MA_0000352,1.0,=
http://human.owl#NCI_C33409,http://mouse.owl#MA_0001737,1.0,=
http://mouse.owl#MA_0001906,http://human.owl#NCI_C48823,1.0,=
http://mouse.owl#MA_0002515,http://human.owl#NCI_C32875,1.0,=
http://human.owl#NCI_C12758,http://mouse.owl#MA_0001095,1.0,=
http://mouse.owl#MA_0000134,http://human.owl#NCI_C12431,1.0,=
http://mouse.owl#MA_0002606,http://human.owl#NCI_C32685,1.0,=
http://human.owl#NCI_C33336,http://mouse.owl#MA_0001021,1.0,=
http://human.owl#NCI_C52777,http://mouse.owl#MA_0001389,1.0,=
http://human.owl#NCI_C34082,http://mouse.owl#MA_0000323,1.0,=
http://mouse.owl#MA_0001914,http://human.owl#NCI_C33708,1.0,=
http://human.owl#NCI_C12861,http://mouse.owl#MA_0000306,1.0,=
http://mouse.owl#MA_0000230,http://human.owl#NCI_C12792,1.0,=
http://mouse.owl#MA_0000547,http://human.owl#NCI_C12793,1.0,=
http://mouse.owl#MA_0000981,http://human.owl#NCI_C49332,1.0,=
http://human.owl#NCI_C53052,http://mouse.owl#MA_0001924,1.0,=
http://human.owl#NCI_C32677,http://mouse.owl#MA_0000342,1.0,=
http://mouse.owl#MA_0001584,http://human.owl#NCI_C33249,1.0,=
http://mouse.owl#MA_0001472,http://human.owl#NCI_C12790,1.0,=
http://mouse.owl#MA_0000166,http://human.owl#NCI_C12437,1.0,=
http://human.owl#NCI_C33371,http://mouse.owl#MA_0002413,1.0,=
http://human.owl#NCI_C13452,http://mouse.owl#MA_0002521,1.0,=
http://human.owl#NCI_C12624,http://mouse.owl#MA_0000224,1.0,=
http://mouse.owl#MA_0002238,http://human.owl#NCI_C53142,1.0,=
http://mouse.owl#MA_0001435,http://human.owl#NCI_C33499,1.0,=
http://human.owl#NCI_C12411,http://mouse.owl#MA_0001738,1.0,=
http://mouse.owl#MA_0000620,http://human.owl#NCI_C32882,1.0,=
http://human.owl#NCI_C13277,http://mouse.owl#MA_0002522,1.0,=
http://mouse.owl#MA_0001084,http://human.owl#NCI_C33870,1.0,=
http://mouse.owl#MA_0000602,http://human.owl#NCI_C52754,1.0,=
http://mouse.owl#MA_0002143,http://human.owl#NCI_C32359,1.0,=
http://human.owl#NCI_C12392,http://mouse.owl#MA_0000358,1.0,=
http://human.owl#NCI_C33141,http://mouse.owl#MA_0000148,1.0,=
http://mouse.owl#MA_0001431,http://human.owl#NCI_C32902,1.0,=
http://human.owl#NCI_C13059,http://mouse.owl#MA_0000114,1.0,=
http://mouse.owl#MA_0000558,http://human.owl#NCI_C33701,1.0,=
http://human.owl#NCI_C33385,http://mouse.owl#MA_0002575,1.0,=
http://mouse.owl#MA_0002569,http://human.owl#NCI_C33766,1.0,=
http://human.owl#NCI_C52809,http://mouse.owl#MA_0001173,1.0,=
http://mouse.owl#MA_0000353,http://human.owl#NCI_C12391,1.0,=
http://human.owl#NCI_C32546,http://mouse.owl#MA_0000724,1.0,=
http://human.owl#NCI_C33856,http://mouse.owl#MA_0000568,1.0,=
http://human.owl#NCI_C32712,http://mouse.owl#MA_0000037,1.0,=
http://human.owl#NCI_C53005,http://mouse.owl#MA_0002052,1.0,=
http://mouse.owl#MA_0000460,http://human.owl#NCI_C33894,1.0,=
http://mouse.owl#MA_0002578,http://human.owl#NCI_C12778,1.0,=
http://mouse.owl#MA_0002358,http://human.owl#NCI_C33420,1.0,=
http://mouse.owl#MA_0002693,http://human.owl#NCI_C32931,1.0,=
http://mouse.owl#MA_0002341,http://human.owl#NCI_C52959,1.0,=
http://human.owl#NCI_C52716,http://mouse.owl#MA_0001035,1.0,=
http://mouse.owl#MA_0002381,http://human.owl#NCI_C53038,1.0,=
http://human.owl#NCI_C12424,http://mouse.owl#MA_0000284,1.0,=
http://human.owl#NCI_C13078,http://mouse.owl#MA_0000809,1.0,=
http://human.owl#NCI_C52776,http://mouse.owl#MA_0001390,1.0,=
http://human.owl#NCI_C32679,http://mouse.owl#MA_0000146,1.0,=
http://human.owl#NCI_C33780,http://mouse.owl#MA_0001764,1.0,=
http://mouse.owl#MA_0001945,http://human.owl#NCI_C52983,1.0,=
http://mouse.owl#MA_0001080,http://human.owl#NCI_C33186,1.0,=
http://human.owl#NCI_C53156,http://mouse.owl#MA_0002298,1.0,=
http://mouse.owl#MA_0000395,http://human.owl#NCI_C12408,1.0,=
http://mouse.owl#MA_0000792,http://human.owl#NCI_C12937,1.0,=
http://mouse.owl#MA_0002411,http://human.owl#NCI_C12957,1.0,=
http://mouse.owl#MA_0002209,http://human.owl#NCI_C32736,1.0,=
http://human.owl#NCI_C12426,http://mouse.owl#MA_0000346,1.0,=
http://mouse.owl#MA_0000962,http://human.owl#NCI_C49248,1.0,=
http://mouse.owl#MA_0001807,http://human.owl#NCI_C12685,1.0,=
http://mouse.owl#MA_0000511,http://human.owl#NCI_C33485,1.0,=
http://human.owl#NCI_C12817,http://mouse.owl#MA_0000068,1.0,=
http://mouse.owl#MA_0001654,http://human.owl#NCI_C12886,1.0,=
http://human.owl#NCI_C33645,http://mouse.owl#MA_0000473,1.0,=
http://mouse.owl#MA_0002576,http://human.owl#NCI_C32160,1.0,=
http://mouse.owl#MA_0002685,http://human.owl#NCI_C32663,1.0,=
http://mouse.owl#MA_0001556,http://human.owl#NCI_C33522,1.0,=
http://mouse.owl#MA_0000497,http://human.owl#NCI_C33590,1.0,=
http://human.owl#NCI_C45702,http://mouse.owl#MA_0000768,1.0,=
http://mouse.owl#MA_0001498,http://human.owl#NCI_C33716,1.0,=
http://mouse.owl#MA_0001784,http://human.owl#NCI_C33483,1.0,=
http://human.owl#NCI_C52833,http://mouse.owl#MA_0001138,1.0,=
http://mouse.owl#MA_0001740,http://human.owl#NCI_C52726,1.0,=
http://mouse.owl#MA_0002054,http://human.owl#NCI_C32688,1.0,=
http://human.owl#NCI_C33539,http://mouse.owl#MA_0002479,1.0,=
http://human.owl#NCI_C32822,http://mouse.owl#MA_0001981,1.0,=
http://human.owl#NCI_C33294,http://mouse.owl#MA_0000765,1.0,=
http://mouse.owl#MA_0000324,http://human.owl#NCI_C43612,1.0,=
http://mouse.owl#MA_0001369,http://human.owl#NCI_C52791,1.0,=
http://human.owl#NCI_C33687,http://mouse.owl#MA_0002179,1.0,=
http://human.owl#NCI_C32316,http://mouse.owl#MA_0000264,1.0,=
http://human.owl#NCI_C48824,http://mouse.owl#MA_0002342,1.0,=
http://mouse.owl#MA_0002499,http://human.owl#NCI_C33342,1.0,=
http://mouse.owl#MA_0001496,http://human.owl#NCI_C33888,1.0,=
http://mouse.owl#MA_0000693,http://human.owl#NCI_C30140,1.0,=
http://human.owl#NCI_C33660,http://mouse.owl#MA_0000802,1.0,=
http://mouse.owl#MA_0002586,http://human.owl#NCI_C32370,1.0,=
http://mouse.owl#MA_0001340,http://human.owl#NCI_C12857,1.0,=
http://mouse.owl#MA_0001569,http://human.owl#NCI_C12252,1.0,=
http://mouse.owl#MA_0000963,http://human.owl#NCI_C32309,1.0,=
http://mouse.owl#MA_0000767,http://human.owl#NCI_C33774,1.0,=
http://human.owl#NCI_C52725,http://mouse.owl#MA_0000877,1.0,=
http://mouse.owl#MA_0002683,http://human.owl#NCI_C32656,1.0,=
http://human.owl#NCI_C33754,http://mouse.owl#MA_0000424,1.0,=
http://mouse.owl#MA_0002428,http://human.owl#NCI_C32744,1.0,=
http://mouse.owl#MA_0002536,http://human.owl#NCI_C13278,1.0,=
http://mouse.owl#MA_0000483,http://human.owl#NCI_C38662,1.0,=
http://mouse.owl#MA_0002686,http://human.owl#NCI_C33568,1.0,=
http://human.owl#NCI_C12337,http://mouse.owl#MA_0002601,1.0,=
http://human.owl#NCI_C49224,http://mouse.owl#MA_0001571,1.0,=
http://human.owl#NCI_C12850,http://mouse.owl#MA_0000807,1.0,=
http://mouse.owl#MA_0002694,http://human.owl#NCI_C33149,1.0,=
http://mouse.owl#MA_0000867,http://human.owl#NCI_C33864,1.0,=
http://mouse.owl#MA_0002371,http://human.owl#NCI_C52987,1.0,=
http://mouse.owl#MA_0001734,http://human.owl#NCI_C49220,1.0,=
http://human.owl#NCI_C32430,http://mouse.owl#MA_0002346,1.0,=
http://mouse.owl#MA_0002010,http://human.owl#NCI_C32076,1.0,=
http://mouse.owl#MA_0000033,http://human.owl#NCI_C32141,1.0,=
http://human.owl#NCI_C12777,http://mouse.owl#MA_0001357,1.0,=
http://human.owl#NCI_C33127,http://mouse.owl#MA_0000185,1.0,=
http://human.owl#NCI_C32202,http://mouse.owl#MA_0002495,1.0,=
http://human.owl#NCI_C32720,http://mouse.owl#MA_0000604,1.0,=
http://mouse.owl#MA_0001860,http://human.owl#NCI_C49307,1.0,=
http://mouse.owl#MA_0000555,http://human.owl#NCI_C12905,1.0,=
http://human.owl#NCI_C32356,http://mouse.owl#MA_0002660,1.0,=
http://human.owl#NCI_C32099,http://mouse.owl#MA_0002002,1.0,=
http://human.owl#NCI_C33187,http://mouse.owl#MA_0001052,1.0,=
http://mouse.owl#MA_0000866,http://human.owl#NCI_C52731,1.0,=
http://human.owl#NCI_C33661,http://mouse.owl#MA_0001952,1.0,=
http://mouse.owl#MA_0001788,http://human.owl#NCI_C49285,1.0,=
http://mouse.owl#MA_0000945,http://human.owl#NCI_C49347,1.0,=
http://mouse.owl#MA_0000552,http://human.owl#NCI_C25389,1.0,=
http://mouse.owl#MA_0000615,http://human.owl#NCI_C12429,1.0,=
http://mouse.owl#MA_0000299,http://human.owl#NCI_C33003,1.0,=
http://mouse.owl#MA_0001623,http://human.owl#NCI_C32981,1.0,=
http://mouse.owl#MA_0002483,http://human.owl#NCI_C12878,1.0,=
http://mouse.owl#MA_0002420,http://human.owl#NCI_C12725,1.0,=
http://mouse.owl#MA_0001861,http://human.owl#NCI_C12428,1.0,=
http://human.owl#NCI_C32867,http://mouse.owl#MA_0000464,1.0,=
http://mouse.owl#MA_0000566,http://human.owl#NCI_C33272,1.0,=
http://human.owl#NCI_C25444,http://mouse.owl#MA_0002447,1.0,=
http://mouse.owl#MA_0000662,http://human.owl#NCI_C33735,1.0,=
http://human.owl#NCI_C32759,http://mouse.owl#MA_0000173,1.0,=
http://mouse.owl#MA_0000499,http://human.owl#NCI_C33013,1.0,=
http://human.owl#NCI_C48358,http://mouse.owl#MA_0001887,1.0,=
http://human.owl#NCI_C32144,http://mouse.owl#MA_0000487,1.0,=
http://human.owl#NCI_C53025,http://mouse.owl#MA_0002068,1.0,=
http://human.owl#NCI_C32854,http://mouse.owl#MA_0002148,1.0,=
http://mouse.owl#MA_0002566,http://human.owl#NCI_C12628,1.0,=
http://mouse.owl#MA_0000445,http://human.owl#NCI_C33717,1.0,=
http://mouse.owl#MA_0000171,http://human.owl#NCI_C12456,1.0,=
http://human.owl#NCI_C33026,http://mouse.owl#MA_0000748,1.0,=
http://mouse.owl#MA_0001050,http://human.owl#NCI_C12835,1.0,=
http://human.owl#NCI_C33440,http://mouse.owl#MA_0002362,1.0,=
http://mouse.owl#MA_0002210,http://human.owl#NCI_C33462,1.0,=
http://mouse.owl#MA_0002382,http://human.owl#NCI_C53177,1.0,=
http://mouse.owl#MA_0000220,http://human.owl#NCI_C12720,1.0,=
http://mouse.owl#MA_0001298,http://human.owl#NCI_C32909,1.0,=
http://human.owl#NCI_C33599,http://mouse.owl#MA_0002671,1.0,=
http://human.owl#NCI_C32415,http://mouse.owl#MA_0001720,1.0,=
http://mouse.owl#MA_0000717,http://human.owl#NCI_C49318,1.0,=
http://mouse.owl#MA_0002602,http://human.owl#NCI_C32572,1.0,=
http://mouse.owl#MA_0002517,http://human.owl#NCI_C33255,1.0,=
http://mouse.owl#MA_0001742,http://human.owl#NCI_C38622,1.0,=
http://mouse.owl#MA_0001202,http://human.owl#NCI_C33503,1.0,=
http://human.owl#NCI_C38629,http://mouse.owl#MA_0000051,1.0,=
http://mouse.owl#MA_0001891,http://human.owl#NCI_C12666,1.0,=
http://mouse.owl#MA_0002292,http://human.owl#NCI_C52914,1.0,=
http://mouse.owl#MA_0002708,http://human.owl#NCI_C32219,1.0,=
http://human.owl#NCI_C32159,http://mouse.owl#MA_0001453,1.0,=
http://human.owl#NCI_C32718,http://mouse.owl#MA_0000682,1.0,=
http://mouse.owl#MA_0002652,http://human.owl#NCI_C33818,1.0,=
http://mouse.owl#MA_0000279,http://human.owl#NCI_C33470,1.0,=
http://mouse.owl#MA_0000948,http://human.owl#NCI_C32452,1.0,=
http://mouse.owl#MA_0000627,http://human.owl#NCI_C52836,1.0,=
http://mouse.owl#MA_0001244,http://human.owl#NCI_C32953,1.0,=
http://human.owl#NCI_C53175,http://mouse.owl#MA_0002365,1.0,=
http://mouse.owl#MA_0000408,http://human.owl#NCI_C12409,1.0,=
http://mouse.owl#MA_0001940,http://human.owl#NCI_C52738,1.0,=
http://human.owl#NCI_C33567,http://mouse.owl#MA_0001553,1.0,=
http://human.owl#NCI_C33968,http://mouse.owl#MA_0001161,1.0,=
http://mouse.owl#MA_0001712,http://human.owl#NCI_C33246,1.0,=
http://mouse.owl#MA_0002275,http://human.owl#NCI_C52893,1.0,=
